category,description,polypeptide_id
process,cellular potassium ion homeostasis,P54709
process,ion transmembrane transport,P54709
process,cellular sodium ion homeostasis,P54709
process,protein localization to plasma membrane,P54709
process,membrane repolarization,P54709
process,protein stabilization,P54709
component,sodium,Q13733
component,plasma membrane,Q13733
component,integral component of plasma membrane,Q13733
component,intracellular membrane-bounded organelle,Q13733
function,ATP binding,Q13733
function,metal ion binding,Q13733
function,sodium,Q13733
process,regulation of cellular pH,Q13733
process,sperm motility,Q13733
process,sodium ion transport,Q13733
process,potassium ion transport,Q13733
process,establishment or maintenance of transmembrane electrochemical gradient,Q13733
process,sodium ion export from cell,Q13733
process,regulation of membrane potential,Q13733
process,spermatogenesis,Q13733
process,cellular potassium ion homeostasis,Q13733
process,transmembrane transport,Q13733
process,ATP hydrolysis coupled proton transport,Q13733
process,cellular sodium ion homeostasis,Q13733
process,ion transmembrane transport,Q13733
process,fertilization,Q13733
process,potassium ion import,Q13733
component,intercalated disc,P50993
component,cytoplasm,P50993
component,T-tubule,P50993
component,membrane,P50993
component,dendritic spine,P50993
component,intracellular membrane-bounded organelle,P50993
component,sodium,P50993
component,plasma membrane,P50993
component,extracellular vesicle,P50993
component,endosome,P50993
component,caveola,P50993
component,cytosol,P50993
component,myelin sheath,P50993
function,sodium,P50993
function,chaperone binding,P50993
function,ATP binding,P50993
function,metal ion binding,P50993
function,steroid hormone binding,P50993
process,negative regulation of calcium,P50993
process,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,P50993
process,response to nicotine,P50993
process,membrane repolarization,P50993
process,negative regulation of heart contraction,P50993
process,regulation of glutamate uptake involved in transmission of nerve impulse,P50993
process,transmembrane transport,P50993
process,cardiac muscle contraction,P50993
process,response to glycoside,P50993
process,regulation of respiratory gaseous exchange by neurological system process,P50993
process,cellular response to mechanical stimulus,P50993
process,regulation of smooth muscle contraction,P50993
process,membrane depolarization during cardiac muscle cell action potential,P50993
process,sodium ion transport,P50993
process,ATP metabolic process,P50993
process,regulation of the force of heart contraction,P50993
process,regulation of cardiac muscle cell contraction,P50993
process,potassium ion transport,P50993
process,visual learning,P50993
process,ion transmembrane transport,P50993
process,cell communication by electrical coupling involved in cardiac conduction,P50993
process,"regulation of synaptic transmission, glutamatergic",P50993
process,neurotransmitter uptake,P50993
process,establishment or maintenance of transmembrane electrochemical gradient,P50993
process,cellular potassium ion homeostasis,P50993
process,regulation of striated muscle contraction,P50993
process,potassium ion import across plasma membrane,P50993
process,locomotion,P50993
process,ATP hydrolysis coupled proton transport,P50993
process,cellular response to steroid hormone stimulus,P50993
process,sodium ion export from cell,P50993
process,regulation of vasoconstriction,P50993
process,negative regulation of cytosolic calcium ion concentration,P50993
process,potassium ion import,P50993
process,regulation of blood pressure,P50993
process,cellular sodium ion homeostasis,P50993
process,relaxation of cardiac muscle,P50993
process,negative regulation of calcium ion transmembrane transport,P50993
process,negative regulation of striated muscle contraction,P50993
process,adult locomotory behavior,P50993
component,dendritic spine neck,P13637
component,nucleus,P13637
component,extracellular vesicle,P13637
component,endoplasmic reticulum,P13637
component,synapse,P13637
component,plasma membrane,P13637
component,sodium,P13637
component,Golgi apparatus,P13637
component,integral component of membrane,P13637
component,myelin sheath,P13637
component,axon,P13637
component,dendritic spine head,P13637
function,ATP binding,P13637
function,chaperone binding,P13637
function,metal ion binding,P13637
function,steroid hormone binding,P13637
function,sodium,P13637
process,cellular potassium ion homeostasis,P13637
process,ion transmembrane transport,P13637
process,ATP hydrolysis coupled proton transport,P13637
process,cellular sodium ion homeostasis,P13637
process,adult locomotory behavior,P13637
process,response to drug,P13637
process,potassium ion import,P13637
process,ionotropic glutamate receptor signaling pathway,P13637
process,memory,P13637
process,cell communication by electrical coupling involved in cardiac conduction,P13637
process,establishment or maintenance of transmembrane electrochemical gradient,P13637
process,cellular response to steroid hormone stimulus,P13637
process,sodium ion export from cell,P13637
process,visual learning,P13637
process,response to glycoside,P13637
process,transmembrane transport,P13637
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
